"sample_name" "organism" "host" "collection_date" "geo_loc_name" "lat_lon"
"S071-P2-FLD0071_S71_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P1-FLD0011_S72_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P1-FLD0011_S72_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P1-FLD0011_S72_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P1-FLD0011_S72_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P2-FLD0072_S72_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P2-FLD0072_S72_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P2-FLD0072_S72_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S072-P2-FLD0072_S72_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P1-FLD0012_S73_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P1-FLD0012_S73_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P1-FLD0012_S73_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P1-FLD0012_S73_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P2-FLD0073_S73_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P2-FLD0073_S73_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P2-FLD0073_S73_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S073-P2-FLD0073_S73_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P1-FLD0013_S74_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P1-FLD0013_S74_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P1-FLD0013_S74_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P1-FLD0013_S74_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P2-FLD0074_S74_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P2-FLD0074_S74_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P2-FLD0074_S74_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S074-P2-FLD0074_S74_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P1-FLD0014_S75_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P1-FLD0014_S75_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P1-FLD0014_S75_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P1-FLD0014_S75_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P2-FLD0075_S75_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P2-FLD0075_S75_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P2-FLD0075_S75_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S075-P2-FLD0075_S75_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P1-FLD0015_S76_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P1-FLD0015_S76_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P1-FLD0015_S76_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P1-FLD0015_S76_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P2-FLD0076_S76_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P2-FLD0076_S76_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P2-FLD0076_S76_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S076-P2-FLD0076_S76_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P1-FLD0016_S77_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P1-FLD0016_S77_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P1-FLD0016_S77_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P1-FLD0016_S77_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P2-FLD0077_S77_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P2-FLD0077_S77_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P2-FLD0077_S77_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S077-P2-FLD0077_S77_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P1-FLD0017_S78_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P1-FLD0017_S78_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P1-FLD0017_S78_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P1-FLD0017_S78_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P2-FLD0078_S78_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P2-FLD0078_S78_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P2-FLD0078_S78_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S078-P2-FLD0078_S78_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P1-FLD0018_S79_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P1-FLD0018_S79_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P1-FLD0018_S79_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P1-FLD0018_S79_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P2-FLD0079_S79_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P2-FLD0079_S79_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P2-FLD0079_S79_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S079-P2-FLD0079_S79_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P1-FLD0019_S80_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P1-FLD0019_S80_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P1-FLD0019_S80_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P1-FLD0019_S80_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P2-FLD0080_S80_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P2-FLD0080_S80_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P2-FLD0080_S80_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S080-P2-FLD0080_S80_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P1-FLD0020_S81_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P1-FLD0020_S81_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P1-FLD0020_S81_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P1-FLD0020_S81_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P2-FLD0081_S81_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P2-FLD0081_S81_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P2-FLD0081_S81_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S081-P2-FLD0081_S81_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P1-FLD0021_S82_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P1-FLD0021_S82_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P1-FLD0021_S82_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P1-FLD0021_S82_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P2-FLD0082_S82_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P2-FLD0082_S82_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P2-FLD0082_S82_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S082-P2-FLD0082_S82_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P1-FLD0022_S83_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P1-FLD0022_S83_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P1-FLD0022_S83_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P1-FLD0022_S83_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P2-FLD0083_S83_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P2-FLD0083_S83_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P2-FLD0083_S83_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S083-P2-FLD0083_S83_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P1-FLD0023_S84_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P1-FLD0023_S84_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P1-FLD0023_S84_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P1-FLD0023_S84_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P2-FLD0084_S84_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P2-FLD0084_S84_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P2-FLD0084_S84_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S084-P2-FLD0084_S84_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P1-FLD0024_S85_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P1-FLD0024_S85_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P1-FLD0024_S85_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P1-FLD0024_S85_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P2-FLD0085_S85_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P2-FLD0085_S85_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P2-FLD0085_S85_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S085-P2-FLD0085_S85_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P1-FLD0025_S86_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P1-FLD0025_S86_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P1-FLD0025_S86_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P1-FLD0025_S86_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P2-FLD0086_S86_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P2-FLD0086_S86_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P2-FLD0086_S86_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S086-P2-FLD0086_S86_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P1-FLD0026_S87_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P1-FLD0026_S87_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P1-FLD0026_S87_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P1-FLD0026_S87_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P2-FLD0087_S87_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P2-FLD0087_S87_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P2-FLD0087_S87_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S087-P2-FLD0087_S87_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P1-FLD0027_S88_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P1-FLD0027_S88_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P1-FLD0027_S88_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P1-FLD0027_S88_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P2-FLD0088_S88_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P2-FLD0088_S88_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P2-FLD0088_S88_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S088-P2-FLD0088_S88_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P1-FLD0028_S89_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P1-FLD0028_S89_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P1-FLD0028_S89_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P1-FLD0028_S89_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P2-FLD0089_S89_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P2-FLD0089_S89_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P2-FLD0089_S89_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S089-P2-FLD0089_S89_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P1-FLD0029_S90_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P1-FLD0029_S90_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P1-FLD0029_S90_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P1-FLD0029_S90_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P2-FLD0090_S90_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P2-FLD0090_S90_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P2-FLD0090_S90_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S090-P2-FLD0090_S90_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S091-P1-FLD0030_S91_L001_I1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S091-P1-FLD0030_S91_L001_I2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S091-P1-FLD0030_S91_L001_R1_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
"S091-P1-FLD0030_S91_L001_R2_001.fastq.gz" "metagenomic" "Crocuta crocuta" "missing" "Serengeti National Park (Tansania)" "-2.32_34.83"
